i	locus_tag	protein_id	gene	match_locus_tag	match_protein_id	match_gene	BBH	HIT
297	EO946_RS07625	WP_003218692.1	rok	BSU_14240	NP_389307.1	rok	1	1
298	EO946_RS07630	WP_003218694.1	NA	BSU_14250	NP_389308.1	sppO	1	1
299	EO946_RS07635	WP_003218697.1	NA	BSU_14260	NP_389309.1	mobA	1	1
300	EO946_RS07640	WP_003218699.1	NA	BSU_14270	NP_389310.1	moeB	1	2
301	EO946_RS07645	WP_003218701.1	NA	BSU_14280	NP_389311.1	moeA	1	1
302	EO946_RS07650	WP_003218703.1	mobB	BSU_14290	NP_389312.1	mobB	1	1
303	EO946_RS07655	WP_003218704.1	NA	BSU_14300	NP_389313.1	moaE	1	1
304	EO946_RS07660	WP_003218706.1	NA	BSU_14310	NP_389314.1	moaD	1	1
305	EO946_RS07665	WP_003218708.1	NA	BSU_14320	NP_389315.1	yknU	1	12
306	EO946_RS07670	WP_003218710.1	NA	BSU_14330	NP_389316.1	yknV	1	12
307	EO946_RS07675	WP_003218712.1	NA	BSU_14340	NP_389317.1	skiW	1	1
308	EO946_RS07680	WP_003218714.1	NA	BSU_14350	NP_389318.1	skiX	1	2
309	EO946_RS07685	WP_003218716.1	NA	BSU_14360	NP_389319.1	skiY	1	84
310	EO946_RS07690	WP_003218718.1	NA	BSU_14370	NP_389320.1	skiZ	1	2
311	EO946_RS07695	WP_003218720.1	NA	BSU_14380	NP_389321.1	fruR	1	4
312	EO946_RS07700	WP_003218722.1	pfkB	BSU_14390	NP_389322.1	fruK	1	2
313	EO946_RS07705	WP_003218724.1	NA	BSU_14400	NP_389323.1	fruA	1	3
314	EO946_RS19505	WP_003218745.1	NA	BSU_38560	NP_391735.1	licH	1	4
315	EO946_RS19510	WP_003218748.1	NA	BSU_38570	NP_391736.1	licA	1	2
316	EO946_RS19515	WP_003218750.1	celB	BSU_38580	NP_391737.1	licC	1	3
317	EO946_RS19520	WP_003218755.1	NA	BSU_38590	NP_391738.1	licB	1	2
318	EO946_RS19525	WP_003218756.1	NA	BSU_38600	NP_391739.1	licR	1	3
319	EO946_RS19530	WP_003218759.1	NA	BSU_38610	NP_391740.1	yxzF	1	1
320	EO946_RS19535	WP_003218761.1	NA	BSU_38620	NP_391741.1	aag	1	1
321	EO946_RS19540	WP_003218763.1	NA	BSU_38630	NP_391742.1	katX	1	3
322	EO946_RS19545	WP_003218765.1	NA	BSU_38640	NP_391743.1	yxlH	1	2
323	EO946_RS19550	WP_003218767.1	NA	BSU_38650	NP_391744.2	yxlG	1	1
324	EO946_RS19555	WP_003218768.1	NA	BSU_38660	NP_391745.1	yxlF	1	36
325	EO946_RS19560	WP_003218770.1	NA	BSU_38670	NP_391746.1	yxlE	1	1
326	EO946_RS19565	WP_003218774.1	NA	BSU_38680	NP_391747.1	yxlD	1	1
327	EO946_RS19570	WP_003218775.1	NA	BSU_38690	NP_391748.1	yxlC	1	1
328	EO946_RS19575	WP_003218777.1	sigY	BSU_38700	NP_391749.1	sigY	1	5
329	EO946_RS19580	WP_003218779.1	NA	BSU_38710	NP_391750.1	yxlA	1	2
330	EO946_RS19585	WP_003218781.1	NA	BSU_38720	NP_391751.1	nnrA	1	1
331	EO946_RS19590	WP_003218782.1	cydC	BSU_38730	NP_391752.1	cydD	1	8
332	EO946_RS19595	WP_003218784.1	cydD	BSU_38740	NP_391753.1	cydC	1	7
333	EO946_RS19600	WP_003218786.1	cydB	BSU_38750	NP_391754.1	cydB	1	1
334	EO946_RS19605	WP_003218788.1	NA	BSU_38760	NP_391755.1	cydA	1	2
335	EO946_RS19610	WP_003218791.1	NA	BSU_38770	NP_391756.1	cimH	1	2
336	EO946_RS19620	WP_003218795.1	NA	BSU_38790	NP_391758.1	yxzE	0	1
337	EO946_RS19625	WP_003218799.1	NA	BSU_38800	NP_391759.1	yxkH	1	1
338	EO946_RS19630	WP_003218801.1	NA	BSU_11990	NP_389081.1	yjdB	1	1
339	EO946_RS19640	WP_003218805.1	ugpC	BSU_38810	NP_391760.1	msmX	1	3
340	EO946_RS19645	WP_003218807.1	NA	BSU_38820	NP_391761.1	yxkF	1	1
341	EO946_RS19650	WP_003218809.1	NA	BSU_38830	NP_391762.1	aldY	1	11
342	EO946_RS19655	WP_003218811.1	NA	BSU_38840	NP_391763.1	gdnE	1	6
343	EO946_RS19665	WP_003218816.1	galE	BSU_38860	NP_391765.1	galE	1	4
344	EO946_RS19675	WP_003218820.1	pepT	BSU_38920	NP_391771.1	pepT	1	2
345	EO946_RS19685	WP_003218826.1	NA	BSU_38940	NP_391773.1	yxjI	1	1
346	EO946_RS19690	WP_003218828.1	NA	BSU_38950	NP_391774.2	yxjH	1	3
347	EO946_RS19695	WP_003218830.1	NA	BSU_38960	NP_391775.3	yxjG	1	3
348	EO946_RS19700	WP_003218832.1	NA	BSU_38970	NP_391776.2	yxjF	1	29
349	EO946_RS19705	WP_003218834.1	NA	BSU_38980	NP_391777.1	scoB	1	2
350	EO946_RS19710	WP_003218836.1	NA	BSU_38990	NP_391778.1	scoA	1	2
351	EO946_RS19715	WP_003218839.1	NA	BSU_39000	NP_391779.3	yxjC	1	1
352	EO946_RS19720	WP_003218844.1	NA	BSU_39010	NP_391780.1	rlmA	1	1
353	EO946_RS19725	WP_003218846.1	NA	BSU_39020	NP_391781.2	nupG	1	3
354	EO946_RS19730	WP_003218848.1	NA	BSU_12100	NP_389092.1	pdaC	0	1
355	EO946_RS19735	WP_003218850.1	NA	BSU_39040	NP_391783.2	yxiS	1	1
356	EO946_RS19740	WP_003218852.1	NA	BSU_39050	NP_391784.2	katE	1	3
357	EO946_RS19745	WP_003218854.1	NA	BSU_39060	NP_391785.2	citH	1	3
358	EO946_RS19750	WP_003218856.1	NA	BSU_05530	NP_388434.1	ydfR	1	1
359	EO946_RS19760	WP_003218859.1	NA	BSU_03410	NP_388223.1	bglC	0	4
360	EO946_RS19765	WP_003218861.1	NA	BSU_39270	NP_391806.2	bglP	0	5
361	EO946_RS19770	WP_003218864.1	NA	BSU_39080	NP_391787.2	licT	1	4
362	EO946_RS19775	WP_003218866.1	NA	BSU_39090	NP_391788.1	yxiP	1	1
363	EO946_RS19785	WP_003218871.1	dbpA	BSU_39110	NP_391790.2	deaD	1	5
364	EO946_RS19790	WP_003218873.1	NA	BSU_39120	NP_391791.2	yxiM	1	1
365	EO946_RS19795	WP_003218875.1	NA	BSU_11079	YP_003097701.1	yizB	0	1
367	EO946_RS19820	WP_003218885.1	NA	BSU_39140	NP_391793.1	yxiK	1	1
368	EO946_RS19825	WP_003218887.1	NA	BSU_39150	NP_391794.1	yxiJ	1	1
369	EO946_RS19870	WP_003218905.1	NA	BSU_39220	NP_391801.1	wapI	1	1
370	EO946_RS19880	WP_003218909.1	NA	BSU_39200	NP_391799.1	yxzC	0	1
372	EO946_RS19900	WP_003218918.1	NA	BSU_39230	NP_391802.2	wapA	1	1
373	EO946_RS19915	WP_003218922.1	NA	BSU_13440	NP_389227.1	ykoY	0	3
374	EO946_RS19925	WP_003218924.1	ascB	BSU_39260	NP_391805.2	bglH	1	4
375	EO946_RS19930	WP_003218926.1	NA	BSU_39270	NP_391806.2	bglP	1	5
376	EO946_RS19935	WP_003218928.1	NA	BSU_39280	NP_391807.1	yxxE	1	1
377	EO946_RS19965	WP_003218939.1	NA	BSU_39300	NP_391809.2	rtbD	1	1
378	EO946_RS19970	WP_003218942.1	NA	BSU_39310	NP_391810.1	yxiC	1	2
379	EO946_RS19975	WP_003218945.1	NA	BSU_39320	NP_391811.1	yxiB	1	1
380	EO946_RS19980	WP_003218948.1	NA	BSU_39330	NP_391812.2	abnB	1	1
381	EO946_RS19985	WP_003218950.1	NA	BSU_31170	NP_390995.1	iolU	0	2
382	EO946_RS19990	WP_003218951.1	hutP	BSU_39340	NP_391813.2	hutP	1	1
383	EO946_RS19995	WP_003218953.1	hutH	BSU_39350	NP_391814.1	hutH	1	1
384	EO946_RS20000	WP_003218955.1	hutU	BSU_39360	NP_391815.1	hutU	1	1
385	EO946_RS20005	WP_003218958.1	hutI	BSU_39370	NP_391816.1	hutI	1	1
386	EO946_RS20010	WP_003218959.1	NA	BSU_39380	NP_391817.1	hutG	1	3
387	EO946_RS20015	WP_003218961.1	NA	BSU_39390	NP_391818.2	hutM	1	17
388	EO946_RS20020	WP_003218963.1	NA	BSU_39400	NP_391819.2	pdp	1	1
389	EO946_RS20025	WP_003218965.1	NA	BSU_39410	NP_391820.2	nupC	1	3
390	EO946_RS20030	WP_003218966.1	deoC	BSU_39420	NP_391821.2	deoC	1	1
391	EO946_RS20035	WP_003218968.1	NA	BSU_39430	NP_391822.1	deoR	1	2
392	EO946_RS20040	WP_003218970.1	NA	BSU_39440	NP_391823.2	yxxB	1	1
393	EO946_RS20045	WP_003218972.1	eutH	BSU_39450	NP_391824.1	yxeR	1	1
394	EO946_RS20050	WP_003218974.1	NA	BSU_39460	NP_391825.2	yxeQ	1	1
395	EO946_RS20055	WP_003218975.1	NA	BSU_39470	NP_391826.2	sndB	1	6
396	EO946_RS20060	WP_003218977.1	NA	BSU_39480	NP_391827.1	yxeO	1	85
397	EO946_RS20065	WP_003218980.1	NA	BSU_39490	NP_391828.1	yxeN	1	9
398	EO946_RS20070	WP_003218982.1	NA	BSU_39500	NP_391829.1	yxeM	1	7
399	EO946_RS20075	WP_003218983.1	NA	BSU_39510	NP_391830.2	snaB	1	2
400	EO946_RS20080	WP_003218984.1	NA	BSU_39520	NP_391831.1	yxeK	1	2
401	EO946_RS20085	WP_003218987.1	NA	BSU_39540	NP_391833.2	yxeI	1	1
402	EO946_RS20090	WP_003218991.1	NA	BSU_39550	NP_391834.1	hadM	1	7
403	EO946_RS20095	WP_003218993.1	NA	BSU_39560	NP_391835.1	yxeG	1	1
404	EO946_RS20100	WP_003218995.1	NA	BSU_39570	NP_391836.1	yxeF	1	1
405	EO946_RS20105	WP_003218997.1	NA	BSU_39580	NP_391837.1	cotNE	1	1
406	EO946_RS20110	WP_003218999.1	NA	BSU_39590	NP_391838.2	yxeD	1	1
407	EO946_RS20115	WP_003219001.1	NA	BSU_39600	NP_391839.2	yxeC	1	1
408	EO946_RS20120	WP_003219004.1	NA	BSU_39610	NP_391840.2	frxB	1	6
409	EO946_RS20125	WP_003219006.1	NA	BSU_39620	NP_391841.1	yxeA	1	1
410	EO946_RS20130	WP_003219008.1	NA	BSU_39630	NP_391842.2	tpeM	1	3
411	EO946_RS20135	WP_003219011.1	NA	BSU_39640	NP_391843.2	tpeL	1	77
412	EO946_RS20140	WP_003219013.1	NA	BSU_39650	NP_391844.1	tpeK	1	7
413	EO946_RS20145	WP_003219016.1	NA	BSU_39660	NP_391845.1	tpeJ	1	14
414	EO946_RS20150	WP_003219017.1	fba	BSU_39670	NP_391846.1	iolJ	1	2
415	EO946_RS20155	WP_003219019.1	iolI	BSU_39680	NP_391847.1	iolI	1	2
416	EO946_RS20160	WP_003219021.1	NA	BSU_39690	NP_391848.1	iolH	1	2
417	EO946_RS20165	WP_003219023.1	NA	BSU_39700	NP_391849.2	iolG	1	3
418	EO946_RS20170	WP_003219025.1	NA	BSU_39710	NP_391850.2	iolF	1	8
419	EO946_RS20175	WP_003219027.1	iolE	BSU_39720	NP_391851.1	iolE	1	1
420	EO946_RS20180	WP_003219029.1	iolD	BSU_39730	NP_391852.2	iolD	1	4
421	EO946_RS20185	WP_003219031.1	iolC	BSU_39740	NP_391853.1	iolC	1	4
422	EO946_RS20190	WP_003219034.1	iolB	BSU_39750	NP_391854.2	iolB	1	1
423	EO946_RS20195	WP_003219036.1	NA	BSU_39760	NP_391855.1	iolA	1	11
424	EO946_RS20200	WP_003219037.1	NA	BSU_39770	NP_391856.1	iolR	1	4
425	EO946_RS20205	WP_003219039.1	NA	BSU_39780	NP_391857.1	iolS	1	7
426	EO946_RS20215	WP_003219043.1	NA	BSU_39800	NP_391859.1	yxcD	1	1
427	EO946_RS20220	WP_003219045.1	NA	BSU_39810	NP_391860.1	csbC	1	8
428	EO946_RS20225	WP_003219048.1	htpG	BSU_39820	NP_391861.1	htpG	1	1
429	EO946_RS20230	WP_003219051.1	NA	BSU_39830	NP_391862.1	yxcA	1	1
430	EO946_RS20235	WP_003219054.1	NA	BSU_39840	NP_391863.2	yxbG	1	26
431	EO946_RS20245	WP_003219060.1	NA	BSU_39850	NP_391864.1	yxbF	1	1
432	EO946_RS20250	WP_003219062.1	NA	BSU_39860	NP_391865.2	aldX	1	11
433	EO946_RS20260	WP_003219064.1	NA	BSU_39950	NP_391875.2	yxaJ	1	1
434	EO946_RS20265	WP_003219066.1	NA	BSU_39960	NP_391876.1	yxaI	1	3
435	EO946_RS20270	WP_003219068.1	NA	BSU_39970	NP_391877.2	yxaH	1	2
436	EO946_RS20275	WP_003219070.1	NA	BSU_39980	NP_391878.2	qdoI	1	1
437	EO946_RS20280	WP_003219073.1	NA	BSU_39990	NP_391879.2	qdoR	1	2
438	EO946_RS20285	WP_003219076.1	NA	BSU_40000	NP_391880.2	yxnA	1	2
439	EO946_RS20290	WP_003219079.1	NA	BSU_40010	NP_391881.1	yxaD	1	2
440	EO946_RS20295	WP_003219081.1	NA	BSU_40021	YP_003097798.1	yxzK	1	2
441	EO946_RS20300	WP_003219083.1	NA	BSU_40022	NP_391882.3	yxaC	1	3
442	EO946_RS20305	WP_003219084.1	NA	BSU_33420	NP_391222.1	nhaK	0	1
443	EO946_RS20310	WP_003219086.1	NA	BSU_40030	NP_391883.3	yxaB	1	3
444	EO946_RS20315	WP_003219088.1	NA	BSU_40040	NP_391884.2	glxK	1	1
445	EO946_RS20320	WP_003219090.1	gntR	BSU_40050	NP_391885.1	gntR	1	1
446	EO946_RS20325	WP_003219092.1	gntK	BSU_40060	NP_391886.1	gntK	1	5
447	EO946_RS20330	WP_003219094.1	gntP	BSU_40070	NP_391887.1	gntP	1	2
448	EO946_RS20335	WP_003219096.1	gnd	BSU_40080	NP_391888.1	gntZ	1	2
449	EO946_RS20340	WP_003219098.1	ahpC	BSU_40090	NP_391889.1	ahpC	1	2
450	EO946_RS20345	WP_003219100.1	ahpF	BSU_40100	NP_391890.1	ahpF	1	1
451	EO946_RS20355	WP_003219104.1	NA	BSU_40110	NP_391891.1	bglA	1	4
452	EO946_RS20360	WP_003219106.1	NA	BSU_39270	NP_391806.2	bglP	0	3
453	EO946_RS20365	WP_003219108.1	NA	BSU_40130	NP_391893.1	yydK	1	6
454	EO946_RS20370	WP_003219109.1	NA	BSU_40139	YP_003097799.1	yyzN	1	1
455	EO946_RS20375	WP_003219110.1	NA	BSU_40190	NP_391899.2	fbp	1	1
457	EO946_RS20405	WP_003219117.1	rlmH	BSU_40230	NP_391903.1	rlmH	1	1
458	EO946_RS20410	WP_003219122.1	NA	BSU_40239	YP_003097800.1	yyzF	1	1
459	EO946_RS20425	WP_003219129.1	NA	BSU_40270	NP_391907.2	yycP	1	1
460	EO946_RS20435	WP_003219131.1	NA	BSU_40290	NP_391909.1	yycN	1	2
461	EO946_RS20445	WP_003219133.1	NA	BSU_40310	NP_391911.1	phrG	1	1
462	EO946_RS20450	WP_003219134.1	rocF	BSU_40320	NP_391912.1	argI	1	3
463	EO946_RS20455	WP_003219135.1	NA	BSU_40330	NP_391913.1	rocE	1	17
464	EO946_RS20460	WP_003219136.1	rocD	BSU_40340	NP_391914.1	rocD	1	8
465	EO946_RS20465	WP_003219137.1	rocR	BSU_40350	NP_391915.1	rocR	1	2
466	EO946_RS20480	WP_003219139.1	NA	BSU_40370	NP_391917.2	walJ	1	1
467	EO946_RS20485	WP_003219140.1	NA	BSU_40380	NP_391918.1	walI	1	1
468	EO946_RS20495	WP_003219142.1	walK	BSU_40400	NP_391920.1	walK	1	2
469	EO946_RS20525	WP_003219147.1	purA	BSU_40420	NP_391922.1	purA	1	1
470	EO946_RS20530	WP_003219148.1	NA	BSU_40430	NP_391923.1	yycE	1	1
471	EO946_RS20535	WP_003219149.1	dnaB	BSU_40440	NP_391924.2	dnaC	1	1
472	EO946_RS20540	WP_003219151.1	NA	BSU_40450	NP_391925.1	yycD	1	1
473	EO946_RS20545	WP_003219157.1	NA	BSU_40460	NP_391926.1	yyzB	1	1
474	EO946_RS20550	WP_003219160.1	NA	BSU_40470	NP_391927.1	yycC	1	1
475	EO946_RS20555	WP_003219162.1	NA	BSU_40480	NP_391928.1	yycB	1	2
476	EO946_RS20560	WP_003219164.1	NA	BSU_40490	NP_391929.2	yycA	1	1
477	EO946_RS20565	WP_003219165.1	NA	BSU_40500	NP_391930.1	rplI	1	1
478	EO946_RS20570	WP_003219170.1	NA	BSU_40510	NP_391931.1	gdpP	1	1
479	EO946_RS20575	WP_003219172.1	NA	BSU_40520	NP_391932.1	yybS	1	1
480	EO946_RS20580	WP_003219174.1	NA	BSU_40529	YP_003097802.1	yyzH	1	1
481	EO946_RS20585	WP_003219179.1	cotF	BSU_40530	NP_391933.1	cotF	1	1
482	EO946_RS20590	WP_003219181.1	NA	BSU_40540	NP_391934.1	hypR	1	8
483	EO946_RS20595	WP_003219183.1	NA	BSU_40550	NP_391935.1	ppaC	1	1
484	EO946_RS20600	WP_003219186.1	NA	BSU_40560	NP_391936.1	yybP	1	1
485	EO946_RS20610	WP_003219190.1	NA	BSU_40570	NP_391937.1	yybO	1	4
486	EO946_RS20620	WP_003219195.1	NA	BSU_40630	NP_391943.1	ictI	1	1
487	EO946_RS20625	WP_003219196.1	NA	BSU_40660	NP_391946.1	yybF	1	2
488	EO946_RS20630	WP_003219197.1	NA	BSU_40670	NP_391947.2	yybE	1	18
489	EO946_RS20635	WP_003219198.1	NA	BSU_40680	NP_391948.1	yybD	1	3
490	EO946_RS20640	WP_003219199.1	NA	BSU_40690	NP_391949.1	yybC	1	1
491	EO946_RS20645	WP_003219200.1	NA	BSU_40700	NP_391950.1	yybB	1	2
492	EO946_RS20655	WP_003219203.1	NA	BSU_18890	NP_389770.1	yobF	1	1
493	EO946_RS20660	WP_003219206.1	NA	BSU_40710	NP_391951.1	yybA	1	1
494	EO946_RS20665	WP_003219208.1	NA	BSU_40720	NP_391952.1	yyaT	1	3
495	EO946_RS20670	WP_003219210.1	NA	BSU_40730	NP_391953.1	yyaS	1	2
496	EO946_RS20680	WP_003219214.1	NA	BSU_40830	NP_391963.1	yyaK	1	1
497	EO946_RS20685	WP_003219216.1	NA	BSU_40840	NP_391964.2	yyaJ	1	6
498	EO946_RS20690	WP_003219218.1	NA	BSU_40850	NP_391965.1	maa	1	1
499	EO946_RS20695	WP_003219220.1	NA	BSU_40860	NP_391966.1	yyaH	1	1
500	EO946_RS20700	WP_003219221.1	NA	BSU_40870	NP_391967.1	ccpB	1	9
501	EO946_RS20705	WP_003219223.1	xth	BSU_40880	NP_391968.1	exoA	1	1
502	EO946_RS20710	WP_003219224.1	rpsR	BSU_40890	NP_391969.2	rpsR	1	1
503	EO946_RS20715	WP_003219228.1	ssb	BSU_40900	NP_391970.1	ssbA	1	1
504	EO946_RS20720	WP_003219230.1	NA	BSU_40910	NP_391971.1	rpsF	1	1
505	EO946_RS20725	WP_003219232.1	ychF	BSU_40920	NP_391972.1	engD	1	1
506	EO946_RS20730	WP_003219234.1	NA	BSU_40930	NP_391973.1	yyaE	1	5
507	EO946_RS20735	WP_003219236.1	NA	BSU_40939	YP_003097803.1	yyzM	1	1
508	EO946_RS20745	WP_003219240.1	yyaC	BSU_40950	NP_391975.1	sprC	1	1
509	EO946_RS20750	WP_003219241.1	spo0J	BSU_40960	NP_391976.1	parB	1	2
510	EO946_RS20755	WP_003219244.1	soj	BSU_40970	NP_391977.1	parA	1	2
511	EO946_RS20760	WP_003219246.1	NA	BSU_40980	NP_391978.2	yyaB	1	1
512	EO946_RS20765	WP_003219249.1	noc	BSU_40990	NP_391979.1	nocA	1	2
513	EO946_RS20770	WP_003219251.1	rsmG	BSU_41000	NP_391980.1	rsmG	1	1
514	EO946_RS20775	WP_003219253.1	mnmG	BSU_41010	NP_391981.1	trmF	1	1
515	EO946_RS20780	WP_003219255.1	mnmE	BSU_41020	NP_391982.1	mnmE	1	1
516	EO946_RS20785	WP_003219257.1	NA	BSU_41030	NP_391983.1	jag	1	1
517	EO946_RS20795	WP_003219260.1	rnpA	BSU_41050	NP_391985.1	rnpA	1	1
518	EO946_RS00005	WP_003219262.1	dnaA	BSU_00010	NP_387882.1	dnaA	1	1
519	EO946_RS00010	WP_003219263.1	dnaN	BSU_00020	NP_387883.1	dnaN	1	1
520	EO946_RS00015	WP_003219264.1	yaaA	BSU_00030	NP_387884.1	rlbA	1	1
521	EO946_RS00020	WP_003219265.1	recF	BSU_00040	NP_387885.1	recF	1	1
522	EO946_RS00025	WP_003219266.1	NA	BSU_00050	NP_387886.2	remB	1	1
523	EO946_RS00030	WP_003219267.1	gyrB	BSU_00060	NP_387887.1	gyrB	1	2
524	EO946_RS00035	WP_003219268.1	gyrA	BSU_00070	NP_387888.1	gyrA	1	3
525	EO946_RS15315	WP_003219279.1	glgB	BSU_30980	NP_390976.1	glgB	1	1
526	EO946_RS15310	WP_003219281.1	NA	BSU_30970	NP_390975.1	glgC	1	2
527	EO946_RS15305	WP_003219283.1	glgD	BSU_30960	NP_390974.1	glgD	1	2
528	EO946_RS15300	WP_003219286.1	glgA	BSU_30950	NP_390973.1	glgA	1	1
529	EO946_RS15295	WP_003219288.1	NA	BSU_30940	NP_390972.1	glgP	1	1
530	EO946_RS15290	WP_003219290.1	NA	BSU_30930	NP_390971.1	ytaB	1	1
531	EO946_RS15280	WP_003219296.1	NA	BSU_30910	NP_390969.1	cotSA	1	2
532	EO946_RS15275	WP_003219297.1	NA	BSU_30900	NP_390968.1	cotS	1	2
533	EO946_RS15270	WP_003219299.1	NA	BSU_30890	NP_390967.1	cotOO	1	1
534	EO946_RS15260	WP_003219304.1	NA	BSU_30870	NP_390965.1	ytcB	1	4
535	EO946_RS15255	WP_003219306.1	NA	BSU_30860	NP_390964.1	ytcA	1	3
536	EO946_RS15250	WP_003219310.1	NA	BSU_30850	NP_390963.1	ytdA	1	5
537	EO946_RS15245	WP_003219313.1	NA	BSU_30840	NP_390962.2	yteA	1	1
538	EO946_RS15240	WP_003219315.1	NA	BSU_30830	NP_390961.1	menF	1	1
539	EO946_RS15235	WP_003219317.1	menD	BSU_30820	NP_390960.1	menD	1	1
540	EO946_RS15230	WP_003219320.1	menH	BSU_30810	NP_390959.1	menH	1	7
541	EO946_RS15225	WP_003219322.1	menB	BSU_30800	NP_390958.1	menB	1	5
542	EO946_RS15220	WP_003219324.1	menE	BSU_30790	NP_390957.1	menE	1	32
543	EO946_RS15215	WP_003219326.1	menC	BSU_30780	NP_390956.1	menC	1	3
544	EO946_RS15210	WP_003219328.1	NA	BSU_30770	NP_390955.1	mntA	1	2
545	EO946_RS15205	WP_003219331.1	NA	BSU_30760	NP_390954.1	mntB	1	84
546	EO946_RS15195	WP_003219335.1	NA	BSU_30740	NP_390952.1	mntD	1	2
547	EO946_RS15190	WP_003219337.1	NA	BSU_30739	YP_003097775.1	ytzL	1	1
548	EO946_RS15185	WP_003219339.1	NA	BSU_30720	NP_390950.1	ythB	1	1
549	EO946_RS15180	WP_003219340.1	NA	BSU_30710	NP_390949.2	ythA	1	2
550	EO946_RS15175	WP_003219346.1	NA	BSU_30700	NP_390948.1	rpmEB	1	2
551	EO946_RS15170	WP_003219348.1	NA	BSU_30690	NP_390947.1	ytiB	1	3
552	EO946_RS15165	WP_003219349.1	yidD	BSU_30680	NP_390946.1	ytjA	1	1
553	EO946_RS15160	WP_003219361.1	NA	BSU_30670	NP_390945.1	luxS	1	1
554	EO946_RS15155	WP_003219362.1	NA	BSU_30660	NP_390944.1	ytkA	1	1
555	EO946_RS15145	WP_003219364.1	NA	BSU_30650	NP_390943.1	dps	1	2
556	EO946_RS15135	WP_003219365.1	NA	BSU_30640	NP_390942.1	ytkC	1	2
557	EO946_RS15130	WP_003219367.1	ytkD	BSU_30630	NP_390941.1	rppG	1	1
558	EO946_RS03455	WP_003219369.1	NA	BSU_06269	YP_003097689.1	ydzJ	1	1
559	EO946_RS03460	WP_003219370.1	NA	BSU_06270	NP_388508.1	ydjO	1	1
560	EO946_RS03465	WP_003219372.1	NA	BSU_06280	NP_388509.1	ydjP	1	6
561	EO946_RS03470	WP_003219374.1	NA	BSU_06290	NP_388510.1	yeaA	1	1
562	EO946_RS03475	WP_003219376.1	NA	BSU_06300	NP_388511.1	cotA	1	1
563	EO946_RS03480	WP_003219378.1	gabP	BSU_06310	NP_388512.2	gabP	1	17
564	EO946_RS03490	WP_003219380.1	NA	BSU_06320	NP_388513.1	mneS	1	4
565	EO946_RS03495	WP_003219383.1	NA	BSU_06330	NP_388514.2	yeaC	1	1
566	EO946_RS03500	WP_003219384.1	NA	BSU_06340	NP_388515.2	yeaD	1	1
567	EO946_RS03505	WP_003219386.1	NA	BSU_06350	NP_388516.2	yebA	1	1
568	EO946_RS03510	WP_003219388.1	guaA	BSU_06360	NP_388517.2	guaA	1	1
569	EO946_RS03515	WP_003219390.1	NA	BSU_06370	NP_388518.1	pbuG	1	2
570	EO946_RS03520	WP_003219392.1	NA	BSU_06380	NP_388519.2	yebC	1	1
571	EO946_RS03525	WP_003219394.1	fbpA	BSU_06390	NP_388520.3	yebD	1	1
572	EO946_RS03530	WP_003219396.1	NA	BSU_06400	NP_388521.2	yebE	1	1
573	EO946_RS03535	WP_003219403.1	NA	BSU_06410	NP_388523.1	yebG	1	1
574	EO946_RS03540	WP_003219405.1	purE	BSU_06420	NP_388524.1	purE	1	1
575	EO946_RS03550	WP_003219407.1	purB	BSU_06440	NP_388526.1	purB	1	2
576	EO946_RS03555	WP_003219408.1	NA	BSU_06450	NP_388527.1	purC	1	1
577	EO946_RS03560	WP_003219409.1	purS	BSU_06460	NP_388528.1	purS	1	1
578	EO946_RS03565	WP_003219410.1	purQ	BSU_06470	NP_388529.1	purQ	1	1
579	EO946_RS03570	WP_003219411.1	purL	BSU_06480	NP_388530.2	purL	1	1
580	EO946_RS03580	WP_003219413.1	NA	BSU_06500	NP_388532.2	purM	1	1
581	EO946_RS03585	WP_003219414.1	purN	BSU_06510	NP_388533.2	purN	1	2
582	EO946_RS03590	WP_003219415.1	purH	BSU_06520	NP_388534.2	purH	1	1
583	EO946_RS03595	WP_003219416.1	purD	BSU_06530	NP_388535.1	purD	1	1
584	EO946_RS03600	WP_003219417.1	NA	BSU_06540	NP_388536.2	yezC	1	5
585	EO946_RS03605	WP_003219418.1	NA	BSU_06550	NP_388537.2	yecA	1	9
586	EO946_RS03610	WP_003219419.1	NA	BSU_06559	YP_003097691.1	yezF	1	1
587	EO946_RS03615	WP_003219420.1	NA	BSU_06560	NP_388538.1	yerA	1	2
588	EO946_RS03620	WP_003219422.1	NA	BSU_06570	NP_388539.1	yerB	1	1
589	EO946_RS03625	WP_003219429.1	NA	BSU_06580	NP_388540.1	yerC	1	1
590	EO946_RS03630	WP_003219431.1	NA	BSU_06590	NP_388541.1	yerD	1	1
591	EO946_RS03635	WP_003219433.1	NA	BSU_06600	NP_388542.1	pcrB	1	1
592	EO946_RS03640	WP_003219434.1	pcrA	BSU_06610	NP_388543.1	pcrA	1	4
593	EO946_RS03645	WP_003219436.1	ligA	BSU_06620	NP_388544.1	ligA	1	1
594	EO946_RS03650	WP_003219437.1	NA	BSU_06630	NP_388545.1	yerH	1	1
595	EO946_RS03655	WP_003219439.1	NA	BSU_06640	NP_388546.1	yerI	1	1
596	EO946_RS03665	WP_003219441.1	putP	BSU_06660	NP_388548.1	opuE	1	4
597	EO946_RS03670	WP_003219442.1	gatC	BSU_06670	NP_388549.1	gatC	1	1
598	EO946_RS03675	WP_003219443.1	gatA	BSU_06680	NP_388550.1	gatA	1	1
