i	locus_tag	old_locus_tag	protein_id	gene	strand	start	end	product
263	EO946_RS01560	EO946_01560	WP_003223823.1	NA	-1	279753	280140	YndM family protein
264	EO946_RS01565	EO946_01565	WP_003223825.1	NA	1	280254	281490	hypothetical protein
265	EO946_RS01570	EO946_01570	WP_003223827.1	NA	1	281572	282001	cell wall hydrolase
266	EO946_RS01575	EO946_01575	WP_003223829.1	NA	1	282106	282838	VWA domain-containing protein
267	EO946_RS01580	EO946_01580	WP_003223830.1	NA	1	282917	283094	hypothetical protein
268	EO946_RS01585	EO946_01585	WP_003223832.1	NA	1	283112	284864	alkaline phosphatase PhoD
269	EO946_RS01590	EO946_01590	WP_003223835.1	NA	1	284877	285090	sec-independent protein translocase protein TatAD
270	EO946_RS01595	EO946_01595	WP_003223836.1	tatC	1	285151	285877	twin-arginine translocase subunit TatC
271	EO946_RS01600	EO946_01600	WP_003223838.1	pcp	-1	285873	286521	pyroglutamyl-peptidase I
272	EO946_RS01605	EO946_01605	WP_003223839.1	NA	1	286600	287713	aminotransferase class V-fold PLP-dependent enzyme
273	EO946_RS01610	EO946_01610	WP_003223841.1	lmr(B)	-1	287755	289189	lincomycin efflux MFS transporter Lmr(B)
274	EO946_RS01615	EO946_01615	WP_003223844.1	NA	-1	289238	289805	transcriptional regulator LmrA
275	EO946_RS01620	EO946_01620	WP_003223846.1	NA	1	290598	291237	triacylglycerol lipase
276	EO946_RS01625	EO946_01625	WP_003223848.1	NA	-1	291274	291658	RDD family protein
277	EO946_RS01630	EO946_01630	WP_003223850.1	NA	1	291892	292969	hypothetical protein
278	EO946_RS01635	EO946_01635	NA	NA	-1	293008	>293233	GHKL domain-containing protein
279	EO946_RS01640	EO946_01640	NA	NA	1	<293235	293487	sodium ABC transporter permease
280	EO946_RS01645	EO946_01645	WP_003223856.1	NA	1	293622	294555	aldo/keto reductase
281	EO946_RS01650	EO946_01650	WP_003223858.1	NA	-1	294594	295659	DUF4352 domain-containing protein
282	EO946_RS01655	EO946_01655	WP_136975841.1	NA	-1	295681	295813	hypothetical protein
283	EO946_RS01660	EO946_01660	WP_003223860.1	NA	1	296005	297403	DUF4901 domain-containing protein
284	EO946_RS01665	EO946_01665	WP_079996284.1	NA	1	297451	297583	hydrolase
285	EO946_RS01670	EO946_01670	NA	NA	1	297588	>298479	DUF4901 domain-containing protein
286	EO946_RS01675	EO946_01675	WP_113737815.1	NA	1	298573	299724	IS3-like element ISBsu1 family transposase
287	EO946_RS01680	EO946_01680	NA	NA	1	<299766	300240	DUF4901 domain-containing protein
288	EO946_RS01685	EO946_01685	WP_013307907.1	NA	-1	300246	300750	peptidoglycan L-alanyl-D-glutamate endopeptidase CwlK
289	EO946_RS01690	EO946_01690	WP_003224746.1	NA	1	300870	301992	response regulator aspartate phosphatase RapJ
290	EO946_RS01695	EO946_01695	WP_003224747.1	NA	1	302101	302878	SDR family oxidoreductase
291	EO946_RS01700	EO946_01700	WP_003224748.1	NA	1	302902	304594	alpha-glucosidase
292	EO946_RS01705	EO946_01705	WP_003224750.1	NA	1	304776	305745	zinc ABC transporter substrate-binding protein
293	EO946_RS01710	EO946_01710	WP_003224752.1	NA	1	305799	306495	zinc ABC transporter ATP-binding protein ZnuC
294	EO946_RS01715	EO946_01715	WP_003224754.1	NA	1	306452	307295	zinc ABC transporter permease ZnuB
295	EO946_RS01720	EO946_01720	WP_003224756.1	NA	-1	307332	308328	LLM class flavin-dependent oxidoreductase
296	EO946_RS01725	EO946_01725	WP_003224759.1	NA	1	308610	309210	TerD family protein
297	EO946_RS01730	EO946_01730	WP_003224762.1	NA	1	309231	309813	TerD family protein
298	EO946_RS01735	EO946_01735	WP_003224764.1	NA	1	309847	310426	TerD family protein
299	EO946_RS01740	EO946_01740	WP_003224765.1	NA	1	310477	311251	TerC family protein
300	EO946_RS01745	EO946_01745	WP_003224767.1	NA	1	311334	312948	hypothetical protein
301	EO946_RS01750	EO946_01750	WP_003224769.1	NA	1	312963	314055	toxic anion resistance protein
302	EO946_RS01755	EO946_01755	WP_003224770.1	NA	1	314177	315380	niacin permease NiaP
303	EO946_RS01760	EO946_01760	WP_003224772.1	NA	-1	315410	315548	hypothetical protein
304	EO946_RS01765	EO946_01765	WP_079996285.1	NA	-1	315653	315893	helix-turn-helix transcriptional regulator
305	EO946_RS01770	EO946_01770	WP_003224776.1	NA	1	316180	317434	glycine betaine/L-proline ABC transporter ATP-binding protein
306	EO946_RS01775	EO946_01775	WP_003224778.1	NA	1	317435	318284	proline/glycine betaine ABC transporter permease
307	EO946_RS01780	EO946_01780	WP_003224779.1	NA	1	318283	319165	glycine/betaine ABC transporter substrate-binding protein OpuAC
308	EO946_RS01785	EO946_01785	WP_003224781.1	NA	-1	319202	320354	amidohydrolase
309	EO946_RS01790	EO946_01790	WP_003224783.1	NA	1	320503	321937	YfcC family protein
310	EO946_RS01795	EO946_01795	WP_003224784.1	NA	1	322052	322541	hypothetical protein
311	EO946_RS01800	EO946_01800	WP_003224786.1	NA	1	322793	324773	starch-binding protein
312	EO946_RS01805	EO946_01805	WP_032727249.1	NA	1	324946	325912	L-lactate dehydrogenase
313	EO946_RS01810	EO946_01810	WP_003224790.1	NA	1	325943	327569	L-lactate permease
314	EO946_RS01815	EO946_01815	WP_003224792.1	NA	-1	327608	329150	MFS transporter
315	EO946_RS01820	EO946_01820	WP_003224793.1	NA	1	329262	329727	MarR family transcriptional regulator
316	EO946_RS01825	EO946_01825	WP_003224795.1	NA	1	329801	330431	LysE family transporter
317	EO946_RS01830	EO946_01830	WP_003224797.1	NA	1	330500	331262	hypothetical protein
318	EO946_RS01835	EO946_01835	WP_003224799.1	NA	-1	331263	332604	amino acid permease
319	EO946_RS01840	EO946_01840	WP_003224801.1	NA	1	332733	333330	DUF1989 domain-containing protein
320	EO946_RS01845	EO946_01845	WP_003224803.1	nadE	1	333462	334281	ammonia-dependent NAD(+) synthetase
321	EO946_RS01850	EO946_01850	WP_003224804.1	NA	-1	334554	335148	AAA family ATPase
322	EO946_RS01855	EO946_01855	WP_003224806.1	NA	1	335454	336015	shikimate kinase
323	EO946_RS01860	EO946_01860	WP_003224808.1	NA	-1	336044	336806	class I SAM-dependent methyltransferase
324	EO946_RS01865	EO946_01865	WP_003224811.1	NA	1	336922	337897	LysR family transcriptional regulator
325	EO946_RS01870	EO946_01870	WP_003224819.1	NA	1	337968	338925	acetylxylan esterase
326	EO946_RS01875	EO946_01875	WP_003224823.1	NA	1	339008	339791	nucleotidyltransferase domain-containing protein
327	EO946_RS01880	EO946_01880	WP_079996495.1	NA	1	339978	340890	proline dehydrogenase
328	EO946_RS01885	EO946_01885	WP_003224827.1	pruA	1	340906	342454	L-glutamate gamma-semialdehyde dehydrogenase
329	EO946_RS01890	EO946_01890	WP_079996286.1	putP	1	342545	344000	sodium/proline symporter PutP
330	EO946_RS01895	EO946_01895	WP_003224834.1	NA	1	344152	345388	proline utilization transcriptional regulator PutR
331	EO946_RS01900	EO946_01900	WP_013307912.1	NA	-1	345424	346282	TIGR03943 family protein
332	EO946_RS01905	EO946_01905	WP_079996503.1	NA	-1	346286	347171	permease
333	EO946_RS01910	EO946_01910	WP_003224840.1	NA	-1	347270	348125	alpha/beta hydrolase
334	EO946_RS01915	EO946_01915	WP_003224842.1	NA	1	348287	349298	ferredoxin--NADP(+) reductase
335	EO946_RS01920	EO946_01920	WP_079996287.1	cobA	-1	349328	350780	uroporphyrinogen-III C-methyltransferase
336	EO946_RS01925	EO946_01925	WP_003224846.1	nirD	-1	350839	351160	nitrite reductase small subunit NirD
337	EO946_RS01930	EO946_01930	WP_003224848.1	NA	-1	351192	353610	NADPH-nitrite reductase
338	EO946_RS01935	EO946_01935	WP_003224851.1	nasC	-1	353730	355863	assimilatory nitrate reductase catalytic subunit
339	EO946_RS01940	EO946_01940	WP_003224853.1	NA	-1	355859	358184	FAD-dependent oxidoreductase
340	EO946_RS01945	EO946_01945	WP_003224854.1	NA	1	358364	359570	NarK/NasA family nitrate transporter
341	EO946_RS01950	EO946_01950	WP_003224856.1	NA	1	359685	360600	GTP cyclohydrolase I FolE2
342	EO946_RS01955	EO946_01955	WP_003224858.1	NA	1	360559	360829	L,D-transpeptidase
343	EO946_RS01960	EO946_01960	WP_003224860.1	NA	1	360912	362085	SidA/IucD/PvdA family monooxygenase
344	EO946_RS01965	EO946_01965	WP_003224862.1	NA	1	362121	363315	zinc metallochaperone ZinU
345	EO946_RS01970	EO946_01970	WP_003224863.1	NA	-1	363363	364044	amino acid ABC transporter permease
346	EO946_RS01975	EO946_01975	WP_079996288.1	NA	-1	364053	364917	transporter substrate-binding domain-containing protein
347	EO946_RS01980	EO946_01980	WP_003224877.1	NA	1	365331	365787	RDD family protein
348	EO946_RS01985	EO946_01985	WP_003224878.1	NA	1	365869	366202	YckD family protein
349	EO946_RS01990	EO946_01990	WP_003224879.1	NA	1	366336	366759	MarR family transcriptional regulator
350	EO946_RS01995	EO946_01995	WP_003224880.1	NA	1	366746	367088	DUF3147 family protein
351	EO946_RS02000	EO946_02000	WP_003224881.1	NA	1	367107	367836	AAA family ATPase
352	EO946_RS02005	EO946_02005	WP_003224917.1	bglC	1	367908	369342	6-phospho-beta-glucosidase
353	EO946_RS02010	EO946_02010	WP_003224919.1	NA	-1	369378	369777	DNA-entry nuclease inhibitor
354	EO946_RS02015	EO946_02015	WP_136975843.1	NA	-1	369799	370249	sporulation protein
355	EO946_RS02020	EO946_02020	WP_003224925.1	NA	-1	370422	372147	methyl-accepting chemotaxis protein
356	EO946_RS02025	EO946_02025	WP_003224927.1	hxlB	-1	372259	372817	6-phospho-3-hexuloisomerase
357	EO946_RS02030	EO946_02030	WP_003224929.1	hxlA	-1	372821	373454	3-hexulose-6-phosphate synthase
358	EO946_RS02035	EO946_02035	WP_003224931.1	NA	1	373684	374047	transcriptional activator HxlR
359	EO946_RS02040	EO946_02040	WP_003224932.1	srfAA	1	374624	385388	surfactin non-ribosomal peptide synthetase SrfAA
360	EO946_RS02045	EO946_02045	WP_003224934.1	srfAB	1	385400	396152	surfactin non-ribosomal peptide synthetase SrfAB
361	EO946_RS02050	EO946_02050	WP_003224936.1	srfAC	1	396188	400016	surfactin non-ribosomal peptide synthetase SrfAC
362	EO946_RS02055	EO946_02055	WP_003224939.1	srfAD	1	400043	400772	surfactin biosynthesis thioesterase SrfAD
363	EO946_RS02060	EO946_02060	WP_003224941.1	NA	1	400870	402097	MFS transporter
364	EO946_RS02065	EO946_02065	WP_003224943.1	NA	-1	402111	402669	YcxB family protein
365	EO946_RS02070	EO946_02070	WP_003224944.1	NA	-1	402722	403661	DMT family transporter
366	EO946_RS02075	EO946_02075	WP_003224946.1	NA	1	403781	405116	PLP-dependent aminotransferase family protein
367	EO946_RS02080	EO946_02080	WP_003224948.1	NA	-1	405110	405785	4'-phosphopantetheinyl transferase
368	EO946_RS02085	EO946_02085	WP_003224949.1	NA	-1	405889	406537	YitT family protein
369	EO946_RS02090	EO946_02090	WP_003224951.1	NA	-1	406658	407402	cystine ABC transporter ATP-binding protein TcyC
370	EO946_RS02095	EO946_02095	WP_003224952.1	NA	-1	407415	408120	cystine ABC transporter permease TcyB
371	EO946_RS02100	EO946_02100	WP_003224954.1	NA	-1	408106	408913	cystine ABC transporter substrate-binding protein TcyA
372	EO946_RS02105	EO946_02105	WP_003224956.1	NA	-1	409028	409901	transcriptional regulator BsdA
373	EO946_RS02110	EO946_02110	WP_003224958.1	NA	1	409990	410605	UbiX family flavin prenyltransferase
374	EO946_RS02115	EO946_02115	WP_003224959.1	NA	1	410607	412029	UbiD family decarboxylase
375	EO946_RS02120	EO946_02120	WP_003224961.1	bsdD	1	412045	412273	phenolic acid decarboxylase subunit BsdD
376	EO946_RS02125	EO946_02125	WP_003224963.1	NA	1	412269	412734	pyridoxamine 5'-phosphate oxidase family protein
377	EO946_RS02130	EO946_02130	WP_003224964.1	NA	1	412801	413647	alpha/beta hydrolase
378	EO946_RS02135	EO946_02135	WP_003224966.1	NA	-1	413684	415163	peptide MFS transporter
379	EO946_RS02140	EO946_02140	WP_003224968.1	NA	1	415442	417197	hypothetical protein
380	EO946_RS02145	EO946_02145	WP_003224971.1	NA	-1	417212	417434	hypothetical protein
381	EO946_RS02150	EO946_02150	WP_003224973.1	NA	1	417559	419194	spore germination protein
382	EO946_RS02155	EO946_02155	WP_003224975.1	NA	1	419183	420407	Ger(x)C family spore germination protein
383	EO946_RS02160	EO946_02160	WP_003224977.1	NA	1	420431	421556	GerAB/ArcD/ProY family transporter
384	EO946_RS02165	EO946_02165	WP_003224979.1	NA	-1	421658	422339	ABC transporter ATP-binding protein
385	EO946_RS02170	EO946_02170	WP_003224981.1	NA	-1	422354	423809	ABC transporter permease
386	EO946_RS02175	EO946_02175	WP_003224983.1	NA	1	424021	424705	two-component system response regulator YclJ
387	EO946_RS02180	EO946_02180	WP_079996289.1	NA	1	424691	426113	two-component system sensor histidine kinase YclK
388	EO946_RS02185	EO946_02185	WP_003224987.1	NA	1	426274	427423	response regulator aspartate phosphatase RapC
389	EO946_RS02190	EO946_02190	WP_003224994.1	NA	1	427406	427529	phosphatase RapC inhibitor PhrC
390	EO946_RS02195	EO946_02195	WP_003224996.1	NA	-1	427627	427735	YjcZ family sporulation protein
391	EO946_RS02200	EO946_02200	WP_003224998.1	NA	-1	427883	429248	aspartate kinase
392	EO946_RS02205	EO946_02205	WP_003225000.1	NA	1	429632	430583	petrobactin ABC transporter permease YclN
393	EO946_RS02210	EO946_02210	WP_003225003.1	NA	1	430575	431523	petrobactin ABC transporter permease YclO
394	EO946_RS02215	EO946_02215	WP_003225005.1	NA	1	431516	432275	petrobactin ABC transporter ATP-binding protein YclP
395	EO946_RS02220	EO946_02220	WP_003225007.1	NA	1	432296	433253	petrobactin ABC transporter substrate-binding protein YclQ
396	EO946_RS02225	EO946_02225	WP_003225009.1	NA	-1	433299	434724	multidrug efflux MFS transporter
397	EO946_RS02230	EO946_02230	WP_003225011.1	NA	-1	434743	435622	TetR/AcrR family transcriptional regulator
398	EO946_RS02235	EO946_02235	WP_003225013.1	NA	-1	435784	436534	NADPH-dependent oxidoreductase
399	EO946_RS02240	EO946_02240	WP_003225015.1	NA	-1	436550	436838	antibiotic biosynthesis monooxygenase
400	EO946_RS02245	EO946_02245	WP_003225017.1	NA	1	436978	437293	helix-turn-helix transcriptional regulator
401	EO946_RS02250	EO946_02250	WP_003225019.1	NA	-1	437294	438734	transcriptional regulator GabR
402	EO946_RS02255	EO946_02255	WP_003225021.1	gabT	1	438839	440150	4-aminobutyrate--2-oxoglutarate transaminase
403	EO946_RS02260	EO946_02260	WP_003225023.1	NA	1	440218	441607	NAD-dependent succinate-semialdehyde dehydrogenase
404	EO946_RS02265	EO946_02265	WP_003225025.1	NA	1	441732	442596	glucose transporter GlcU
405	EO946_RS02270	EO946_02270	WP_003225027.1	NA	1	442614	443400	SDR family oxidoreductase
406	EO946_RS02275	EO946_02275	WP_032727246.1	NA	-1	443442	444063	DUF1775 domain-containing protein
407	EO946_RS02280	EO946_02280	WP_003225030.1	NA	-1	444076	445702	copper transporter YcnJ
408	EO946_RS02285	EO946_02285	WP_003225032.1	NA	-1	445736	446309	copper uptake transcriptional regulator YcnK
409	EO946_RS02290	EO946_02290	WP_003225035.1	NA	1	446473	446827	hypothetical protein
410	EO946_RS02295	EO946_02295	WP_003225037.1	NA	1	446999	448436	PTS mannitol transporter subunit IICB
411	EO946_RS02300	EO946_02300	WP_003225038.1	NA	1	448460	448892	PTS sugar transporter subunit IIA
412	EO946_RS02305	EO946_02305	WP_003225040.1	NA	1	448893	450015	mannitol-1-phosphate 5-dehydrogenase
413	EO946_RS02310	EO946_02310	WP_079996290.1	NA	1	450105	451170	tartrate dehydrogenase
414	EO946_RS02315	EO946_02315	WP_003225043.1	lepB	1	451303	451867	signal peptidase I
415	EO946_RS02320	EO946_02320	WP_003225045.1	NA	-1	451952	452561	dienelactone hydrolase family protein
416	EO946_RS02325	EO946_02325	WP_003225047.1	NA	1	452645	453038	beta-hydroxyacyl-ACP dehydratase
417	EO946_RS02330	EO946_02330	WP_003225049.1	NA	-1	453072	453237	hypothetical protein
418	EO946_RS02335	EO946_02335	WP_003225050.1	NA	1	453369	454119	HAD family phosphatase
419	EO946_RS02340	EO946_02340	WP_003225052.1	NA	1	454323	455097	5-oxoprolinase subunit PpxA
420	EO946_RS02345	EO946_02345	WP_003225054.1	NA	1	455111	456326	divalent metal cation transporter
421	EO946_RS02350	EO946_02350	WP_079996505.1	NA	1	456349	457123	putative hydro-lyase
422	EO946_RS02355	EO946_02355	WP_003225059.1	pxpB	1	457168	457891	5-oxoprolinase subunit B
423	EO946_RS02360	EO946_02360	WP_079996506.1	NA	1	457893	458901	biotin-dependent carboxyltransferase family protein
424	EO946_RS02365	EO946_02365	WP_003225063.1	NA	1	458916	459669	IclR family transcriptional regulator
425	EO946_RS02370	EO946_02370	WP_003225066.1	NA	1	459732	460374	germination protein
426	EO946_RS02375	EO946_02375	WP_003225068.1	NA	1	460547	460793	YczI family protein
427	EO946_RS02380	EO946_02380	WP_003225070.1	NA	-1	460798	461086	antibiotic biosynthesis monooxygenase
428	EO946_RS02385	EO946_02385	WP_032727245.1	NA	1	461237	463244	penicillin-binding protein
429	EO946_RS02390	EO946_02390	WP_003225074.1	NA	1	463344	464247	aldo/keto reductase family oxidoreductase
430	EO946_RS02395	EO946_02395	WP_003225076.1	NA	1	464435	466520	transcription antiterminator
431	EO946_RS02400	EO946_02400	WP_003225078.1	NA	1	466731	468243	acyl--CoA ligase
432	EO946_RS02405	EO946_02405	WP_079996508.1	NA	-1	468260	468806	class I SAM-dependent methyltransferase
433	EO946_RS02410	EO946_02410	WP_003225082.1	NA	1	469007	469868	SDR family oxidoreductase
434	EO946_RS02415	EO946_02415	WP_003225085.1	NA	1	469882	470386	D-lyxose ketol-isomerase
435	EO946_RS02420	EO946_02420	WP_003225088.1	NA	1	470474	471026	GNAT family N-acetyltransferase
436	EO946_RS02425	EO946_02425	WP_003225090.1	NA	1	471103	471526	pyridoxamine 5'-phosphate oxidase family protein
437	EO946_RS02430	EO946_02430	WP_003225092.1	NA	1	472031	472841	lipid II flippase Amj
438	EO946_RS02435	EO946_02435	WP_003225094.1	NA	-1	472885	473176	DUF3817 domain-containing protein
439	EO946_RS02440	EO946_02440	WP_003225096.1	NA	1	473361	473796	transcriptional regulator LrpC
440	EO946_RS02445	EO946_02445	WP_003225098.1	NA	1	473860	476047	DNA topoisomerase III
441	EO946_RS02450	EO946_02450	WP_003225100.1	NA	1	476249	477338	hypothetical protein
442	EO946_RS02455	EO946_02455	WP_003225102.1	NA	1	477318	478155	cyclic-di-GMP receptor EpsK
443	EO946_RS02460	EO946_02460	WP_079996514.1	NA	1	478165	479875	DUF2334 domain-containing protein
444	EO946_RS02465	EO946_02465	WP_003225106.1	NA	1	479867	481130	glycosyltransferase family 2 protein
445	EO946_RS02470	EO946_02470	WP_003225108.1	NA	1	481135	483232	hypothetical protein
446	EO946_RS02475	EO946_02475	WP_003225110.1	NA	1	483718	485542	potassium transporter KimA
447	EO946_RS02480	EO946_02480	WP_003225113.1	NA	1	485599	486049	NUDIX hydrolase
448	EO946_RS02485	EO946_02485	WP_003225115.1	NA	1	486115	487840	pyruvate oxidase
449	EO946_RS02490	EO946_02490	WP_032727244.1	NA	-1	488070	488337	hypothetical protein
450	EO946_RS02495	EO946_02495	WP_032727243.1	NA	-1	488440	489718	divalent metal cation transporter
451	EO946_RS02500	EO946_02500	WP_003225121.1	NA	-1	489945	490203	GlsB/YeaQ/YmgE family stress response membrane protein
452	EO946_RS02505	EO946_02505	WP_003225123.1	NA	-1	490280	490733	DUF2188 domain-containing protein
453	EO946_RS02510	EO946_02510	WP_003225125.1	NA	1	490850	491669	EcsC family protein
454	EO946_RS02515	EO946_02515	WP_003225126.1	NA	1	491795	492167	general stress protein
455	EO946_RS02520	EO946_02520	NA	NA	1	492299	492637	cupin domain-containing protein
456	EO946_RS02525	EO946_02525	WP_003225129.1	NA	1	492630	492990	YdbC family protein
457	EO946_RS02530	EO946_02530	WP_003225132.1	NA	-1	493026	493848	manganese catalase
458	EO946_RS02535	EO946_02535	WP_003225134.1	dctB	-1	493933	494986	C4-dicarboxylate TRAP transporter substrate-binding protein DctB
459	EO946_RS02540	EO946_02540	WP_003225136.1	NA	1	495055	496663	two-component system sensor histidine kinase DctS
460	EO946_RS02545	EO946_02545	WP_003225138.1	NA	1	496652	497333	two-component system response regulator DctR
461	EO946_RS02550	EO946_02550	WP_003225140.1	NA	1	497452	498718	dicarboxylate/amino acid:cation symporter
462	EO946_RS02555	EO946_02555	WP_003225142.1	NA	1	498867	499920	AI-2E family transporter
463	EO946_RS02560	EO946_02560	WP_003225144.1	NA	1	500172	501411	dicarboxylate/amino acid:cation symporter
