i	locus_tag	old_locus_tag	protein_id	gene	strand	start	end	product
260	BSU_02585	BSU02585	YP_009513940.1	NA	-1	281674	281809	hypothetical protein
261	BSU_02590	BSU02590	NP_388141.1	ycbP	-1	281768	282155	putative inner integral membrane protein
262	BSU_02600	BSU02600	NP_388142.2	cwlJ	1	282468	282897	spore cortex cell wall hydrolase
263	BSU_02610	BSU02610	NP_388143.2	ycbR	1	283002	283734	conserved protein of unknown function
264	BSU_02619	BSU02619	YP_003097673.1	yczK	1	283815	283992	conserved protein of unknown function
265	BSU_02620	BSU02620	NP_388144.2	phoD	1	284010	285762	secreted phosphodiesterase (endo-hydrolysis at non-specific sites throughout the cell wall teichoic acid polymer)
266	BSU_02630	BSU02630	NP_388145.2	tatAD	1	285774	285987	component of the twin-arginine pre-protein translocation pathway
267	BSU_02640	BSU02640	NP_388146.2	tatCD	1	286047	286776	component of the twin-arginine pre-protein translocation pathway
268	BSU_02650	BSU02650	NP_388147.1	pcp	-1	286772	287420	pyrrolidone-carboxylate (pyroglutamate) peptidase
269	BSU_02660	BSU02660	NP_388148.2	ycbU	1	287498	288611	putative lyase (PLP-dependent)
270	BSU_02670	BSU02670	NP_388149.1	lmrB	-1	288652	290092	flavonoid efflux transporter; drug-export protein
271	BSU_02680	BSU02680	NP_388150.1	lmrA	-1	290131	290698	transcriptional repressor of lmrAB and yxaGH operons (flavonoid and antibiotic resistance)
272	BSU_02690	BSU02690	NP_388151.1	ansZ	1	290914	292042	L-asparaginase 2 (putative lipoprotein)
273	BSU_02700	BSU02700	NP_388152.1	estA	1	292204	292843	secreted alkaliphilic lipase
274	BSU_02710	BSU02710	NP_388153.1	yczC	-1	292880	293264	putative integral membrane protein of unknown function
275	BSU_02720	BSU02720	NP_388154.1	yccF	1	293498	294575	conserved protein of unknown function
276	BSU_02730	BSU02730	NP_388155.1	natK	-1	294614	295571	two-component sensor histidine kinase [NatR]
277	BSU_02740	BSU02740	NP_388156.1	natR	-1	295583	296285	two-component response regulator [NatK]
278	BSU_02750	BSU02750	NP_388157.1	natA	1	296428	297169	Na+ ABC efflux transporter (ATP-binding protein)
279	BSU_02760	BSU02760	NP_388158.1	natB	1	297169	298330	Na+ ABC efflux transporter (permease)
280	BSU_02770	BSU02770	NP_388159.1	yccK	1	298465	299398	putative ion channel associated aldo-keto reductase
281	BSU_02780	BSU02780	NP_388160.1	ycdA	-1	299437	300502	lipoprotein involved in swarming behaviour
282	BSU_02785	BSU02785	YP_009513941.1	NA	-1	300524	300656	hypothetical protein
283	BSU_02790	BSU02790	NP_388161.1	ycdB	1	300829	302248	conserved protein of unknown function
284	BSU_02800	BSU02800	NP_388162.1	ycdC	1	302434	303796	conserved protein of unknown function
285	BSU_02810	BSU02810	NP_388163.1	cwlK	-1	303803	304307	murein L,D:-endopeptidase
286	BSU_02820	BSU02820	NP_388164.1	rapJ	1	304429	305551	response regulator aspartate phosphatase
287	BSU_02830	BSU02830	NP_388165.1	ycdF	1	305657	306434	putative oxidoreductase
288	BSU_02840	BSU02840	NP_388166.1	ycdG	1	306458	308144	putative oligo-carbohydrate hydrolase
289	BSU_02850	BSU02850	NP_388167.1	znuA	1	308331	309291	Zn(II)-binding lipoprotein
290	BSU_02860	BSU02860	NP_388168.1	znuC	1	309346	310042	Zn(II) transporter (ATP-binding protein)
291	BSU_02870	BSU02870	NP_388169.1	znuB	1	309999	310842	high affinity Zn(II) ABC transporter (permease)
292	BSU_02880	BSU02880	NP_388170.2	yceB	-1	310879	311875	putative luciferase-like monooxygenase
293	BSU_02890	BSU02890	NP_388171.1	yceC	1	312158	312758	putative stress adaptation protein (tellurite resistance)
294	BSU_02900	BSU02900	NP_388172.1	yceD	1	312779	313361	putative stress adaptation protein (tellurite resistance)
295	BSU_02910	BSU02910	NP_388173.1	yceE	1	313395	313974	putative stress adaptation protein (tellurite resistance)
296	BSU_02920	BSU02920	NP_388174.1	yceF	1	314024	314798	putative stress adaptation transporter (tellurite resistance)
297	BSU_02930	BSU02930	NP_388175.1	yceG	1	314882	316496	putative toxic compound adaptation protein (tellurite resistance)
298	BSU_02940	BSU02940	NP_388176.1	yceH	1	316511	317603	putative reactive oxygen species resistance protein
299	BSU_02950	BSU02950	NP_388177.1	niaP	1	317724	318927	niacin permease
300	BSU_02960	BSU02960	NP_388178.1	yceJ	-1	319179	320352	putative carbohydrate transporter (possibly exporter)
301	BSU_02970	BSU02970	NP_388179.1	yceK	-1	320420	320723	putative transcriptional regulator (ArsR family)
302	BSU_02980	BSU02980	NP_388180.2	opuAA	1	321012	322269	L-proline betaine and betonicine ABC transporter (ATP-binding protein)
303	BSU_02990	BSU02990	NP_388181.1	opuAB	1	322270	323119	L-proline betaine and betonicine ABC transporter (permease)
304	BSU_03000	BSU03000	NP_388182.1	opuAC	1	323118	324000	L-proline betaine and betonicine ABC transporter ABC transporter (glycine betaine-binding lipoprotein)
305	BSU_03010	BSU03010	NP_388183.2	amhX	-1	324037	325189	putative amidohydrolase
306	BSU_03020	BSU03020	NP_388184.2	ycgA	1	325338	326772	putative branched chain amino acid permease
307	BSU_03030	BSU03030	NP_388185.2	ycgB	1	326887	327469	putative integral inner membrane protein of unknown function
308	BSU_03040	BSU03040	NP_388186.2	amyE	1	327617	329597	alpha-amylase
309	BSU_03050	BSU03050	NP_388187.2	lctE	1	329773	330739	L-lactate dehydrogenase
310	BSU_03060	BSU03060	NP_388188.2	lctP	1	330770	332396	L-lactate permease
311	BSU_03070	BSU03070	NP_388189.2	mdr	-1	332440	333979	multidrug-efflux transporter
312	BSU_03080	BSU03080	NP_388190.2	ycgE	1	334091	334556	putative transcriptional regulator
313	BSU_03090	BSU03090	NP_388191.1	ycgF	1	334629	335259	putative aminoacid export permease
314	BSU_03100	BSU03100	NP_388192.2	ycgG	1	335328	336090	conserved protein of unknown function (similar to phage protein)
315	BSU_03110	BSU03110	NP_388193.2	ycgH	-1	336091	337432	putative amino acid transporter
316	BSU_03120	BSU03120	NP_388194.3	ycgI	1	337561	338158	xenotiotic metabolite methyltransferase
317	BSU_03130	BSU03130	NP_388195.1	nadE	1	338287	339106	ammonium-dependent NAD+ synthetase
318	BSU_03140	BSU03140	NP_388196.2	tmrB	-1	339155	339749	ATP-binding tunicamycin resistance protein
319	BSU_03150	BSU03150	NP_388197.2	aroK	1	340024	340585	shikimate kinase
320	BSU_03160	BSU03160	NP_388198.2	ycgJ	-1	340612	341374	xenotiotic metabolite methyltransferase
321	BSU_03170	BSU03170	NP_388199.2	ycgK	1	341491	342466	putative transcriptional regulator (LysR family)
322	BSU_03180	BSU03180	NP_388200.1	cah	1	342537	343494	promiscuous acetyl xylan esterase-cephalosporin C deacetylase
323	BSU_03190	BSU03190	NP_388201.1	ycgL	1	343577	344360	conserved protein of unknown function
324	BSU_03200	BSU03200	NP_388202.1	putB	1	344550	345462	proline oxidase
325	BSU_03210	BSU03210	NP_388203.2	putC	1	345478	347026	1-pyrroline-5-carboxylate dehydrogenase
326	BSU_03220	BSU03220	NP_388204.2	putP	1	347149	348571	proline permease
327	BSU_03230	BSU03230	NP_388205.2	putR	1	348723	349959	transcriptional activator of proline degradation operon
328	BSU_03240	BSU03240	NP_388206.1	ycgQ	-1	349995	350853	conserved protein of unknown function
329	BSU_03250	BSU03250	NP_388207.1	ycgR	-1	350857	351742	putative permease
330	BSU_03260	BSU03260	NP_388208.1	ycgS	-1	351841	352696	putative aromatic hydrocarbon hydrolase
331	BSU_03270	BSU03270	NP_388209.1	ffoR	1	352857	353868	Fur-regulated NADPH:ferredoxin oxidoreductase
332	BSU_03280	BSU03280	NP_388210.1	nasF	-1	353899	355351	uroporphyrin-III C-methyltransferase
333	BSU_03290	BSU03290	NP_388211.1	nasE	-1	355411	355732	assimilatory nitrite reductase subunit
334	BSU_03300	BSU03300	NP_388212.1	nasD	-1	355763	358181	assimilatory nitrite reductase subunit
335	BSU_03310	BSU03310	NP_388213.2	nasC	-1	358302	360435	assimilatory nitrate reductase (catalytic subunit)
336	BSU_03320	BSU03320	NP_388214.2	nasB	-1	360441	362757	assimilatory nitrate reductase (electron transfer subunit NasB)
337	BSU_03330	BSU03330	NP_388215.2	nasA	1	362936	364142	putative nitrate transporter
338	BSU_03340	BSU03340	NP_388216.2	folEB	1	364258	365173	GTP cyclohydrolase I
339	BSU_03350	BSU03350	NP_388217.2	yciB	1	365169	365754	putative Zn(2+)-dependent division lipoprotein (schizosome)
340	BSU_03359	BSU03359	YP_003097674.1	yczL	1	365849	366035	hypothetical protein
341	BSU_03360	BSU03360	NP_388218.1	zinU	1	366062	367256	zinc metallochaperone with NTPase activity
342	BSU_03370	BSU03370	NP_388219.1	yckA	-1	367304	367985	aminoacid ABC transporter (permease subunit)
343	BSU_03380	BSU03380	NP_388220.1	yckB	-1	367994	368858	amino acid ABC transporter (binding lipoprotein subunit)
344	BSU_03385	BSU03385	YP_009513942.1	NA	1	369019	369217	hypothetical protein
345	BSU_03390	BSU03390	NP_388221.1	yckC	1	369235	369691	conserved integral membrane protein of unknown function
346	BSU_03400	BSU03400	NP_388222.1	yckD	1	369772	370105	putative exported protein
347	BSU_03410	BSU03410	NP_388223.1	bglC	1	370258	371692	aryl-phospho-beta-d-glucosidase
348	BSU_03420	BSU03420	NP_388224.1	nin	-1	371728	372127	inhibitor of the DNA degrading activity of NucA (competence)
349	BSU_03430	BSU03430	NP_388225.3	nucA	-1	372153	372603	endonuclease
350	BSU_03440	BSU03440	NP_388226.2	tlpC	-1	372770	374492	methyl-accepting chemotaxis protein (plant colonization)
351	BSU_03450	BSU03450	NP_388227.1	hxlB	-1	374602	375160	6-phospho-3-hexuloisomerase (PHI)
352	BSU_03460	BSU03460	NP_388228.1	hxlA	-1	375165	375798	3-hexulose-6-phosphate synthase (HPS)
353	BSU_03470	BSU03470	NP_388229.2	hxlR	1	376031	376394	positive regulator of hxlAB expression (formaldehyde sensing)
354	BSU_03480	BSU03480	NP_388230.2	srfAA	1	376967	387731	surfactin synthetase
355	BSU_03490	BSU03490	NP_388231.2	srfAB	1	387743	398495	surfactin synthetase
356	BSU_03500	BSU03500	NP_388232.1	comS	1	390879	391020	regulator of genetic competence
357	BSU_03510	BSU03510	NP_388233.2	srfAC	1	398531	402359	surfactin synthetase
358	BSU_03520	BSU03520	NP_388234.1	srfAD	1	402387	403116	surfactin synthetase
359	BSU_03530	BSU03530	NP_388235.2	srfT	1	403216	404443	surfactin exporter
360	BSU_03540	BSU03540	NP_388236.1	ycxB	-1	404457	405015	hypothetical protein
361	BSU_03550	BSU03550	NP_388237.2	ycxC	-1	405068	406007	putative permease
362	BSU_03560	BSU03560	NP_388238.1	ycxD	1	406130	407465	putative PLP-dependent transcriptional regulator
363	BSU_03569	BSU03569	NA	sfpAc	-1	407459	407627	C-terminal part of 4'-phosphopantetheinyl transferase (Surfactin synthetase-activating enzyme)
364	BSU_03570	BSU03570	NA	sfpAn	-1	407637	408135	N-terminal part of 4'-phosphopantetheinyl transferase (surfactin synthetase-activating enzyme)
365	BSU_03580	BSU03580	NP_388240.2	yczE	-1	408239	408887	integral inner membrane protein regulating antibiotic production
366	BSU_03590	BSU03590	NP_388241.2	tcyC	-1	409207	409951	cystine ABC transporter (ATP-binding protein)
367	BSU_03600	BSU03600	NP_388242.1	tcyB	-1	409964	410669	cystine ABC transporter (permease)
368	BSU_03610	BSU03610	NP_388243.2	tcyA	-1	410655	411462	cystine ABC transporter (substrate-binding lipoprotein)
369	BSU_03620	BSU03620	NP_388244.1	bsdA	-1	411577	412450	HTH-type transcriptional regulator BsdA (LysR family)
370	BSU_03630	BSU03630	NP_388245.1	ubiX	1	412539	413154	phenolic acid decarboxylase-flavin prenyltransferase subunit
371	BSU_03640	BSU03640	NP_388246.1	bsdC	1	413156	414578	promiscuous phenolic acid decarboxylase subunit; 1,4-dihydroxy-2-naphtoate-heptaprenyl diphosphate decarboxylase
372	BSU_03651	BSU03651	YP_003097675.1	bsdD	1	414594	414822	phenolic acid decarboxylase subunit
373	BSU_03652	BSU03652	NP_388247.2	yclD	1	414818	415283	putative FMN-binding enzyme subunit
374	BSU_03660	BSU03660	NP_388248.2	yclE	1	415349	416195	putative hydrolase
375	BSU_03670	BSU03670	NP_388249.2	dtpT	-1	416234	417713	di-tripeptide-proton ABC symporter
376	BSU_03680	BSU03680	NP_388250.1	yclG	1	417992	419747	putative uronase
377	BSU_03690	BSU03690	NP_388251.1	yczF	-1	419762	419984	conserved protein of unknown function
378	BSU_03700	BSU03700	NP_388252.1	gerKA	1	420109	421744	spore germination receptor subunit
379	BSU_03710	BSU03710	NP_388253.1	gerKC	1	421733	422957	spore germination receptor subunit
380	BSU_03720	BSU03720	NP_388254.1	gerKB	1	422981	424103	spore germination receptor subunit
381	BSU_03730	BSU03730	NP_388255.1	yclH	-1	424207	424888	putative ABC transporter (ATPase component)
382	BSU_03740	BSU03740	NP_388256.2	yclI	-1	424903	426364	putative transporter
383	BSU_03750	BSU03750	NP_388257.1	yclJ	1	426576	427260	two-component response regulator [YclK] (possibly involved in arabinogalactan metabolism)
384	BSU_03760	BSU03760	NP_388258.1	yclK	1	427246	428668	two-component sensor histidine kinase [YclJ]
385	BSU_03770	BSU03770	NP_388259.1	rapC	1	428830	429979	response regulator aspartate phosphatase
386	BSU_03780	BSU03780	NP_388260.1	phrC	1	429962	430085	secreted regulator of the activity of phosphatase RapC and competence and sporulation stimulating factor (CSF)
387	BSU_03788	BSU03788	YP_003097676.1	yczM	-1	430184	430274	putative type I toxin
388	BSU_03789	BSU03789	YP_003097677.1	yczN	-1	430355	430469	putative spore and germination protein
389	BSU_03790	BSU03790	NP_388261.1	thrD	-1	430622	431987	aspartate kinase III
390	BSU_03800	BSU03800	NP_388262.1	pbtN	1	432371	433322	petrobactin iron-siderophore ABC transporter (permease)
391	BSU_03810	BSU03810	NP_388263.1	pbtO	1	433314	434262	petrobactin iron-siderophore ABC transporter (permease)
392	BSU_03820	BSU03820	NP_388264.1	pbtP	1	434255	435014	petrobactin iron-siderophore ABC transporter (ATP-binding protein)
393	BSU_03830	BSU03830	NP_388265.1	pbtQ	1	435035	435989	petrobactin iron-siderophore ABC transporter (binding lipoprotein)
394	BSU_03840	BSU03840	NP_388266.1	ycnB	-1	436035	437454	putative efflux transporter
395	BSU_03850	BSU03850	NP_388267.2	ycnC	-1	437473	438352	putative transcriptional regulator (TetR/AcrR family)
396	BSU_03860	BSU03860	NP_388268.1	nfrAB	-1	438515	439265	NADPH-FMN oxidoreductase (nitroreductase)
397	BSU_03870	BSU03870	NP_388269.1	ycnE	-1	439281	439569	putative AI-2 degrading enzyme
398	BSU_03880	BSU03880	NP_388270.1	yczG	1	439708	440023	putative transcriptional regulator (ArsR family)
399	BSU_03890	BSU03890	NP_388271.1	gabR	-1	440024	441464	transcriptional regulator (GntR/MocR family) with PLP binding site (GabR-GABA-PLP aldimine)
400	BSU_03900	BSU03900	NP_388272.1	gabT	1	441570	442881	4-aminobutyrate aminotransferase
401	BSU_03910	BSU03910	NP_388273.1	gabD	1	442949	444338	succinate-semialdehyde dehydrogenase
402	BSU_03920	BSU03920	NP_388274.1	glcU	1	444460	445324	glucose uptake protein
403	BSU_03930	BSU03930	NP_388275.1	gdh	1	445343	446129	forespore glucose 1-dehydrogenase
404	BSU_03940	BSU03940	NP_388276.1	cutI	-1	446173	446788	putative membrane protein involved in copper intake
405	BSU_03950	BSU03950	NP_388277.2	cutJ	-1	446800	448426	copper import permease subunit
406	BSU_03960	BSU03960	NP_388278.1	cutR	-1	448460	449033	transcriptional regulator of copper intake (CutR-Cu(+))
407	BSU_03970	BSU03970	NP_388279.1	ycnL	1	449197	449551	putative reductase or disulfide isomerase
408	BSU_03981	BSU03981	NP_388280.2	mtlA	1	449723	451160	phosphotransferase system (PTS) mannitol-specific enzyme IICB component
409	BSU_03982	BSU03982	YP_003097678.1	mtlF	1	451184	451616	phosphotransferase system (PTS) mannitol-specific enzyme IIA component
410	BSU_03990	BSU03990	NP_388281.2	mtlD	1	451617	452739	mannitol-1-phosphate 5-dehydrogenase
411	BSU_04000	BSU04000	NP_388282.3	ycsA	1	452829	453894	putative tartrate dehydrogenase
412	BSU_04010	BSU04010	NP_388283.1	sipU	1	454028	454592	type I signal peptidase
413	BSU_04020	BSU04020	NP_388284.2	yczH	-1	454651	455260	putative hydrolase
414	BSU_04030	BSU04030	NP_388285.2	ycsD	1	455345	455738	putative hydroxyacyl-(acyl carrier protein) dehydratase
415	BSU_04039	BSU04039	YP_003097679.1	yczO	-1	455770	455935	conserved protein of unknown function
416	BSU_04040	BSU04040	NP_388286.2	ribZ	1	456067	456817	5-amino-6-ribitylamino-2,4(1H, 3H)-pyrimidinedione 5'-phosphate phosphatase / 5' nucleotidase
417	BSU_04050	BSU04050	NP_388287.3	pxpA	1	457022	457796	oxoprolinase subunit A
418	BSU_04060	BSU04060	NP_388288.3	pxpG	1	457810	459025	5-oxoproline transporter
419	BSU_04070	BSU04070	NP_388289.3	pxpI	1	459048	459822	putative D-5-oxoproline epimerase
420	BSU_04080	BSU04080	NP_388290.2	pxpB	1	459866	460589	L-5-oxoprolinase (ATP-dependent) subunit B
421	BSU_04090	BSU04090	YP_054571.2	pxpC	1	460591	461599	L-5-oxoprolinase (ATP-dependent) subunit C
422	BSU_04100	BSU04100	NP_388291.2	pxpR	1	461614	462367	transcriptional regulator of the pxp operon (IclR family)
423	BSU_04110	BSU04110	NP_388292.1	lipC	1	462430	463072	spore coat phospholipase B
424	BSU_04120	BSU04120	NP_388293.1	yczI	1	463244	463490	conserved protein of unknown function
425	BSU_04130	BSU04130	NP_388294.1	yczJ	-1	463495	463783	conserved protein of unknown function
426	BSU_04140	BSU04140	NP_388295.1	pbpC	1	463933	465940	penicillin-binding lipoprotein 3; transpeptidase
427	BSU_04150	BSU04150	NP_388296.1	ycsN	1	466041	466944	putative oxidoreductase
428	BSU_04160	BSU04160	NP_388297.1	mtlR	1	467129	469214	transcriptional regulator, PTS-dependent activator
429	BSU_04170	BSU04170	NP_388298.2	ydaB	1	469425	470937	putative acyl-CoA ligase
430	BSU_04180	BSU04180	NP_388299.1	ydaC	-1	470956	471502	putative methyltransferase
431	BSU_04190	BSU04190	NP_388300.1	ydaD	1	471708	472569	putative dehydrogenase
432	BSU_04200	BSU04200	NP_388301.1	lyxE	1	472584	473088	D-lyxose ketol isomerase
433	BSU_04210	BSU04210	NP_388302.1	ydaF	1	473173	473725	putative ribosomal protein N-acetyltransferase
434	BSU_04220	BSU04220	NP_388303.1	ydaG	1	473802	474225	putative general stress protein
435	BSU_04230	BSU04230	NP_388304.1	amj	1	474730	475540	lipid II flippase
436	BSU_04240	BSU04240	NP_388305.1	ydzA	-1	475583	475874	conserved protein of unknown function
437	BSU_04250	BSU04250	NP_388306.1	lrpC	1	476058	476493	transcriptional regulator (Lrp/AsnC family)
438	BSU_04260	BSU04260	NP_388307.1	topB	1	476557	478741	DNA topoisomerase III
439	BSU_04270	BSU04270	NP_388308.1	epsJ	1	478943	480032	glycosyl hydrolase lipoprotein
440	BSU_04280	BSU04280	NP_388309.1	epsK	1	480012	480864	cyclic-di-GMP receptor
441	BSU_04290	BSU04290	NP_388310.1	ydaL	1	480874	482584	conserved protein of unknown function
442	BSU_04300	BSU04300	NP_388311.1	ydaM	1	482576	483839	putative glycosyltransferase associated to biofilm formation
443	BSU_04310	BSU04310	NP_388312.1	ydaN	1	483844	485956	putative regulator of exopolysaccharide synthesis
444	BSU_04320	BSU04320	NP_388313.1	kimA	1	486431	488255	cyclic di-AMP controlled transporter of potassium
445	BSU_04330	BSU04330	NP_388314.1	nudT	1	488313	488763	putative NTP pyrophosphohydrolase
446	BSU_04340	BSU04340	NP_388315.1	poxB	1	488829	490554	acetyl-phosphate generating pyruvate oxidase
447	BSU_04345	BSU04345	YP_009513943.1	NA	-1	490545	490749	hypothetical protein
448	BSU_04359	BSU04359	YP_003097680.1	ydzK	-1	490776	491043	putative membrane protein
449	BSU_04360	BSU04360	NP_388317.1	mntH	-1	491146	492424	proton-coupled manganese transporter
450	BSU_04370	BSU04370	NP_388318.1	ydaS	-1	492653	492911	conserved protein of unknown function
451	BSU_04380	BSU04380	NP_388319.1	ydaT	-1	492988	493441	conserved protein of unknown function
452	BSU_04390	BSU04390	NP_388320.1	ydbA	1	493558	494377	conserved protein of unknown function
453	BSU_04400	BSU04400	NP_388321.1	gsiB	1	494505	494877	general stress protein glucose starvation induced
454	BSU_04410	BSU04410	NP_388322.1	ydbB	1	495008	495350	putative enzyme; cupin family
